,ID,label,subset,resolution,duration,caption,url
1180,g6L-l5sgFEQ,Painting furniture,training,1920x1080,150.23,"[([0, 7.51], 'We see the title card and a pained dresser.'), ([8.26, 57.84], ' A lady sits on the floor and discusses painting.'), ([57.84, 129.95], ' The lady paints the dresser while talking about it.'), ([129.95, 132.21], ' We see the painted end product.'), ([132.96, 150.23], ' We see the end cards for the video.')]",https://www.youtube.com/watch?v=g6L-l5sgFEQ
1181,BWqsgYhgUbI,Starting a campfire,validation,1280x720,70.13,"[([0, 3.16], 'A man in a field strikes a match.'), ([3.16, 8.77], "" He bends down and tries to start a fire, but it doesn't light.""), ([10.17, 54], ' He tries again with another match.'), ([53.65, 56.8], ' The fire then starts quickly and flames leap up toward the sky.'), ([54.7, 70.13], ' The man backs up quickly.')]",https://www.youtube.com/watch?v=BWqsgYhgUbI
1182,N7z9_g196z0,Croquet,training,1920x1080,187.25,"[([0, 85.2], 'Titles in bold lettering are seen on the page against still images and a dark background.'), ([0, 178.82], ' Men play a game of croquet in a grassy yard.'), ([50.56, 136.69], ' Men kneels down and hits the croquet ball like a billiard shot.'), ([117.03, 167.59], ' The man runs holding up his stick celebrating.'), ([168.52, 180.69], ' A man skips on the grass holding his stick smiling.')]",https://www.youtube.com/watch?v=N7z9_g196z0
1183,9BS1II6O7I0,Playing rubik cube,training,1280x720,101.38,"[([0, 18.25], 'A young man solves a cube puzzle while a man stand on front him.'), ([18.25, 24.33], ' Then, a man writes on a paper and shows the young man.'), ([24.84, 43.09], ' The young man solves again the puzzle is less time, and the man takes note.'), ([44.1, 70.46], ' After the young man solves again two times the puzzle in less time.'), ([71.98, 101.38], ' At the end, the young man solves the puzzle in less time than the previous times, he raises happy from his chair.')]",https://www.youtube.com/watch?v=9BS1II6O7I0
1184,YoXZfvf5Teg,Playing violin,training,1280x720,231.11,"[([0, 5.78], 'The intro is a white screen, the website on the top left,the words ""Howcast original"" appear and afterwards another set of words describing the lesson appear and it reads ""Vibrato Beginner Violin Lessons"".'), ([5.78, 27.73], ' A woman named Julie Artzt Becker is holding her violin is sitting and talking in front of a blue screen.'), ([27.73, 33.51], ' The woman puts the violin up to her chin and continues to talk.'), ([33.51, 227.64], ' The woman then puts her fingers onto the strings and with her other hand she touches and points on her fingers on the strings as well as taking the bow to her strings every now and then.'), ([5.78, 228.8], "" The woman talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions.""), ([228.8, 231.11], ' Eventually the woman stops talking and ends with a smile and the words ""Howcast original"" appear on the white screen.')]",https://www.youtube.com/watch?v=YoXZfvf5Teg
1185,AA46-AbEGdk,Using the balance beam,training,1280x720,173.18,"[([0, 160.19], ""There's a girl gymnast dressed in shiny blue leotards performing gymnastics on a horse bar in front of many spectators in a large gymnasium.""), ([7.79, 82.26], ' She gets on the horse bar and begins to do front flips and back flips.'), ([50.22, 96.11], ' Then she does  twisted backs flip while landing securely back on the horse bar.'), ([82.26, 117.76], ' She continues her gymnastic moves and then securely jumps off the horse bar and lands on the ground.'), ([111.7, 125.55], ' After she gets off the bar, she goes and hugs her coach.'), ([122.95, 160.19], ' Slow motion actions of her gymnastic moves are replayed to show how she landed back on the ground from the horse bar.'), ([162.78, 173.18], ' Then the gymnast walks past the where the panel of judges are seated.')]",https://www.youtube.com/watch?v=AA46-AbEGdk
1186,VqeeqABnpQk,Tango,training,1920x1080,98.13,"[([0, 3.93], 'A dancer stands up from a chair.'), ([4.42, 10.3], ' He pushes the chair towards him female dance partner.'), ([10.79, 13.74], ' She sits on the chair.'), ([14.23, 92.73], ' He walks towards her, picking her up from the chair and they dance.'), ([84.88, 86.35], ' People in the audience applaud.')]",https://www.youtube.com/watch?v=VqeeqABnpQk
1187,rrc9Ph5juXM,Making a cake,validation,1920x1080,213.35,"[([10.67, 39.47], 'A person put butter in a pot, then add sugar and milk and warm it in a water bath.'), ([39.47, 56.54], ' Then, the person put flour, baking power and cocoa power in a big bowl, then filter the mix in a sieve.'), ([56.54, 92.81], ' After, the person beat two eggs and add the solids ingredients and mix.'), ([93.87, 133.34], ' Next, the person pour the mixture in a cake tray and close with aluminum paper, and then cook it in a covered water bath.'), ([135.47, 209.08], ' When the cake is done, the person covers it with a mix made of condensed milk, cocoa power and oil.')]",https://www.youtube.com/watch?v=rrc9Ph5juXM
1188,hg-wVv7XSFo,Braiding hair,training,1280x720,228.04,"[([7.98, 12.54], 'picture of  supplies that are needed to do hairstyle .'), ([26.23, 36.49], 'Separate hair into two parts down the middle.'), ([41.05, 66.13], ' French braiding hair from left to right all the way to the end.'), ([70.69, 131.13], ' French braiding hair from the back going right to left all the way to the end.'), ([150.51, 164.19], '  Connect the braids together using a bobby pin.'), ([150.51, 212.08], ' Separate the braids all over to make braids look fuller to form a crown.')]",https://www.youtube.com/watch?v=hg-wVv7XSFo
1189,ibKFezOKsBQ,Fun sliding down,validation,1920x1080,82.41,"[([0, 11.54], 'A child is shown sliding up and then down a red slide.'), ([11.13, 20.6], ' Another child is shown sliding down the red slide, followed by the first child.'), ([20.19, 27.61], ' The second child is shown sliding down a multicolored slide with bumps.'), ([27.61, 39.97], ' The first child is shown sliding down a yellow slide several times.'), ([39.56, 57.27], ' The second child runs up the yellow slide, followed by the first child attempting it several times.'), ([57.69, 82.41], ' Both children are shown playing with the yellow and then the red slides together.')]",https://www.youtube.com/watch?v=ibKFezOKsBQ
1190,TBeZXLchito,Longboarding,training,1920x1080,180.44,"[([0, 101.05], 'People skateboard in a competition on the road while bending and holding his arms back.'), ([101.95, 103.75], ' Then, a skateboarder opens his arms and signal others to advance.'), ([103.75, 138.04], ' Then, the skateboarders pass on front spectators watching on side the road.'), ([129.02, 135.33], ' People take picture to the skateboarders.'), ([138.04, 154.28], ' A skateboarder fells on the road.'), ([154.28, 167.81], ' People continues skateboarding in the road.')]",https://www.youtube.com/watch?v=TBeZXLchito
1191,K8W0PtyPlD4,Volleyball,training,1280x720,113.43,"[([8.51, 40.83], 'A group of adults plays a game of beach volleyball.'), ([41.4, 64.09], ' Groups of children of kids play a game of beach volleyball.'), ([45.37, 64.09], ' Rules are shown for the game.'), ([65.79, 83.94], ' A group of girls play a volley ball game.'), ([85.07, 108.33], ' A group of adults play a volleyball game on an overcast day.')]",https://www.youtube.com/watch?v=K8W0PtyPlD4
1192,N2nNkWXYAYw,Vacuuming floor,training,1280x720,213.67000000000002,"[([10.68, 18.16], 'A woman sits on the floor next a  vacuum.'), ([19.23, 53.42], ' The woman vacuums dirt on a hard floor.'), ([54.49, 102.56], ' Then, the woman cleans waste on a carpet.'), ([103.63, 119.66], ' After, the woman vacuums over a pillow using a smaller nozzle.'), ([120.72, 142.09], ' Next, then woman put a new nozzle to clean narrow surfaces.'), ([143.16, 213.67], ' Also the woman measures the pressure of suction and shows the inside of the vacuum.')]",https://www.youtube.com/watch?v=N2nNkWXYAYw
1193,EiXW33yuAcw,Drinking coffee,validation,1280x720,52.5,"[([0, 6.3], 'A man stands with a cup in hand next to a horse.'), ([6.3, 15.23], "" The horse begins to drink from the man's cup.""), ([14.7, 26.78], ' Some kids and some dogs stand buy and watch.'), ([26.25, 36.49], ' The man begins to extend his arm offering the cup to the horse.'), ([31.24, 52.5], ' The horse proceeds to like the cup dry.')]",https://www.youtube.com/watch?v=EiXW33yuAcw
1194,kzm9ckZ5gU0,Doing a powerbomb,training,1280x720,58.61,"[([0, 9.96], 'Two men on a ladder fight in a professional wrestling match.'), ([10.55, 19.05], ' The men flip off the ladder on to the mat.'), ([24.32, 30.77], ' The referee kneels near by.'), ([30.77, 43.37], ' The man in red crawls to the man in blue and pins him winning the match.'), ([45.71, 56.56], ' We see a replay of the match.')]",https://www.youtube.com/watch?v=kzm9ckZ5gU0
1195,6ciZ58xAV9I,Using the pommel horse,training,1920x1080,50.11,"[([0, 6.51], 'A gymnast wearing a red and white uniform prepares to mount a pommel horse for his exercise.'), ([6.51, 13.28], ' The gymnast jumps onto the pommel horse and starts with scissor moves.'), ([13.53, 36.33], ' The gymnast moves into a spinning exercise while on the pommel horse.'), ([36.33, 39.34], ' The gymnast moves into a hand stand while walking with his hands.'), ([39.34, 50.11], ' The gymnast goes from the hand stand to his dismount.')]",https://www.youtube.com/watch?v=6ciZ58xAV9I
1196,zChDaAcfc2o,Canoeing,training,1920x1080,75.61,"[([0, 1.89], 'We see water flowing over a river.'), ([1.89, 9.07], ' A title appears on the screen.'), ([12.47, 17.01], ' A person in a canoe goes over the waterfall.'), ([12.47, 74.85], ' The person rides the rapids of the river.'), ([50.28, 68.8], ' We see people on a rock on the riverbank watching the canoer.'), ([68.8, 75.61], ' The person in the canoe smiles and talks to the camera.')]",https://www.youtube.com/watch?v=zChDaAcfc2o
1197,Aygp8JaMkqQ,Surfing,validation,1280x720,174.85,"[([0, 9.62], 'We see a title then a map.'), ([9.62, 41.96], ' We see people walking and enjoying the weather on the beach.'), ([21.86, 24.48], ' A red balloon in the air.'), ([31.47, 36.72], ' Words appear over the beach.'), ([51.58, 55.08], ' A large wave engulfs a group of surfers and words reappear.'), ([55.08, 158.24], ' We see people attempting to swim in huge rough waves.'), ([158.24, 162.61], ' Men on the beach high five each other.'), ([162.61, 174.85], ' We see the ending credits.')]",https://www.youtube.com/watch?v=Aygp8JaMkqQ
1198,KIIcgQyr0-Y,Playing guitarra,training,1280x720,219.52,"[([0, 3.29], 'We see a guitar illustration on the opening scene.'), ([3.29, 7.68], ' We see a man hitting the guitar like  drum.'), ([7.68, 217.33], ' The man plays a song on the guitar and we briefly see the song and artist name on the screen.'), ([98.78, 141.59], ' We focus on the mans left hand on the guitar neck.'), ([211.84, 216.23], ' The man finishes and stops playing.'), ([217.33, 219.52], ' We see the illustration again.')]",https://www.youtube.com/watch?v=KIIcgQyr0-Y
1199,XGj9lakgSic,Preparing salad,training,1280x720,128.57,"[([0, 17.36], 'A girl dances as she sits in a booth.'), ([20.57, 120.21], ' The girl mixes ingredients together in a pot.'), ([36.64, 112.5], ' The girl adds dried ingredients to the pot.'), ([82.28, 87.43], ' The girl adds tomato and eggs from a plate to the pot.'), ([124.71, 128.57], ' The girls waves goodbye and leans back on the booth.')]",https://www.youtube.com/watch?v=XGj9lakgSic
1200,z_ojmuWzMWo,Grooming dog,training,1920x1080,140.67000000000002,"[([0, 30.24], 'A dog is being bathed by a woman.'), ([5.63, 30.24], ' The woman is spraying water on the small dog with a hose.'), ([30.95, 45.72], ' She is now blow drying the dog.'), ([39.39, 60.49], "" The dog is placed in the kennel next to a woman's feet.""), ([57.67, 68.93], ' A dog plays behind and with the groomed dog.'), ([69.63, 139.96], ' The dog now is getting a haircut.')]",https://www.youtube.com/watch?v=z_ojmuWzMWo
1201,qoS5nkk7Rgk,Grooming dog,validation,1920x1080,67.76,"[([0, 65.72], ""There's a lady dog groomer wearing a black coat, grooming a golden retriever.""), ([0, 58.27], "" There's another lady in a blue shirt standing with a teenage girl, also grooming a golden retriever.""), ([2.03, 63.01], ' They are both grooming dogs in a large indoor arena.'), ([4.74, 21.34], "" The lady in black is lifts up the dog's ears as she continues to shear the dog's fur.""), ([29.81, 48.45], "" She's collects some of the fallen fur and puts it in a small black bag.""), ([47.77, 67.76], "" She then continues to shear the dog's fur while the other dog groomer talks to the teenage girl."")]",https://www.youtube.com/watch?v=qoS5nkk7Rgk
1202,U9Dcet1qdRE,Clean and jerk,validation,1280x720,29.33,"[([0, 4.99], ""We see a man bending over a large weight and it states it's 160 kg on the screen.""), ([4.99, 14.96], ' The man picks the weight up to his shoulder.'), ([14.96, 19.94], ' The man lifts the weight over his head.'), ([20.09, 21.56], ' The man drops the weight to the ground.'), ([21.85, 29.33], ' We see the colorful ending title screen.')]",https://www.youtube.com/watch?v=U9Dcet1qdRE
1203,7FtSO6hPcxU,Getting a haircut,training,1920x1080,222.52,"[([0, 8.9], 'A man talks to the camera in a close up view.'), ([8.9, 21.14], "" Scenes of the man's daily activities are shown.""), ([21.14, 134.62], ' Scenes of the man getting serviced at a hair salon is shown, usually with other individuals in the background.'), ([134.62, 157.99], ' Scenes of the man talking to the camera with various others are shown.'), ([156.87, 222.52], ' More scenes from the hair salon are shown.')]",https://www.youtube.com/watch?v=7FtSO6hPcxU
1204,3S5RoKVsAys,Shaving,training,1920x1080,150.68,"[([0, 3.01], 'We see an opening title screen.'), ([3.77, 36.92], ' We see a man in a barber shop and see images of the shop.'), ([37.67, 143.14], ' The barber speaks cut with scenes of a barber shop.'), ([85.13, 89.65], ' We see a Union Jack flag on the arm of a chair.'), ([97.19, 101.71], ' A large dog walks through the room.'), ([121.29, 140.13], ' We see the man shaving a man with a straight razor.'), ([144.65, 150.68], ' We see the ending title screen.')]",https://www.youtube.com/watch?v=3S5RoKVsAys
1205,jF33TElZc_Y,Snowboarding,validation,1280x720,188.83,"[([2.83, 34.93], 'A person snowboard on a steep mountain going down without falling.'), ([34.93, 63.26], ' Other men snowboard down the mountain falling from very high and land stand on the mountain.'), ([63.26, 83.08], ' A man flips in the air, then lands on the snow to continue skiing down the mountain with deep snow.'), ([83.08, 152], ' Other people snowboard on the mountain going down the slopes.'), ([152.95, 159.56], ' A person drives a snow motorcycle on the mountains.'), ([160.5, 183.16], ' After, men continues snowboard on the high mountain with deep snow.')]",https://www.youtube.com/watch?v=jF33TElZc_Y
1206,TKGjHAmCaRo,Disc dog,training,1280x720,136.88,"[([0, 11.63], 'A man is playing with a dog on the grass.'), ([8.21, 32.85], ' he then flips and throws a Frisbee.'), ([32.85, 57.49], ' The dog runs side to side and chases it.'), ([57.49, 88.97], ' He grabs two other Frisbees and tosses them around while the dog jumps.'), ([90.34, 117.03], ' He throws the Frisbee some more while the dog runs.'), ([117.72, 136.88], ' The dog continues jumping side to side and running in all directions as they get thrown.')]",https://www.youtube.com/watch?v=TKGjHAmCaRo
1207,9FAPy8NVDgY,Preparing pasta,training,1280x720,158.73,"[([0, 8.73], 'The video begins with an introduction to Recipes in Motion about quick spaghetti sauce.'), ([8.73, 19.84], ' The video transitions into showing a ladle pouring the sauce onto noodles.'), ([20.64, 35.71], ' Someone begins to cut various vegetable with a knife, this includes a green vegetable and onions.'), ([36.51, 59.52], ' Next an empty metallic pan is shown as someone pours oil and the vegetables into it.'), ([59.52, 73.81], ' They then begin stirring the vegetables with the oil.'), ([64.29, 96.03], ' After this what other ingredients are added include tomatoes, spices and some type of liquid.'), ([73.02, 101.59], ' Everything is being stirred together.'), ([102.38, 119.84], ' The pan is removed and the stirred ingredients are blended.'), ([120.64, 138.1], ' The blended ingredients are put back onto the man and a red substance from a can is poured onto the pan and mixed in.'), ([138.1, 153.18], ' The sauce is completed and poured onto the noodles.'), ([153.18, 158.73], ' The video ends with with an orange background with information on where to watch more videos.')]",https://www.youtube.com/watch?v=9FAPy8NVDgY
1208,TdZOfBHjU5g,Polishing forniture,training,1280x720,232.07999999999998,"[([24.37, 67.3], ""There's a person wearing blue latex gloves polishing a hexagonal wooden table to demonstrate French polishing technique.""), ([67.3, 113.72], ' He is using a polishing sponge to polish the table top surface in circular motion.'), ([113.72, 155.5], ' He then goes in up and down motion over the table surface to make it shiny.'), ([155.5, 183.35], ' He meticulously goes over the entire surface making sure no part of the table is left untouched.'), ([183.35, 212.36], ' He then starts polishing the surface of a dinning room buffet that has bamboo finish doors.'), ([212.36, 222.8], ' He again polishes in circular motions on the top surface.')]",https://www.youtube.com/watch?v=TdZOfBHjU5g
1209,DMw9Cb_Xy2A,Archery,training,1920x1080,97.06,"[([0, 3.88], 'A man shoots an arrow with his bow.'), ([4.37, 12.62], ' He grabs another arrow and shoots again.'), ([13.1, 18.44], ' Once more, he shoots an arrow.'), ([18.93, 24.27], ' He finds another arrow and shoots.'), ([24.75, 32.52], ' He takes another shot of an arrow.'), ([33, 43.68], ' Another arrow is grabbed and he shoots.'), ([44.16, 49.5], ' He takes another one and shoots it.'), ([50.47, 54.84], ' He grabs another arrow from his waist and shoots again.'), ([55.32, 62.6], ' He shoots an arrow once more.'), ([63.09, 65.52], ' He grabs a final arrow and shoots.'), ([66.49, 97.06], ' A person walks towards the hay where the arrows have been shot.')]",https://www.youtube.com/watch?v=DMw9Cb_Xy2A
1210,PLqTX6ij52U,Assembling bicycle,validation,1920x1080,147.47,"[([0, 4.42], 'We see the opening title screen.'), ([5.16, 54.56], ' A man in a room holds a bike and talks to the camera.'), ([54.56, 106.92], ' The man adjusts a and talks off the front tire, and folds the bike in half on itself.'), ([106.92, 139.36], ' The man unfolds the bike and puts the tire back on.'), ([139.36, 147.47], ' We see the ending title screen.')]",https://www.youtube.com/watch?v=PLqTX6ij52U
1211,x-rGfBaFQek,Shoveling snow,validation,1280x720,170.27,"[([0, 170.27], 'A person shovels show of the walkway.'), ([5.11, 7.66], ' A dog runs towards the person.'), ([12.77, 77.47], ' The dog fetches for the shoveled show.'), ([97.06, 161.76], ' The dog stops and goes next to a car.'), ([163.46, 170.27], ' The dog goes back to way he came from.')]",https://www.youtube.com/watch?v=x-rGfBaFQek
1212,gk6NAPqfJoY,Skiing,training,1920x1080,194.96,"[([0.97, 8.77], 'The credits of a clip are shown.'), ([9.75, 187.16], ' A person skies and slides on a platform.'), ([16.57, 18.52], ' A person falls on the ice.'), ([38.02, 190.08], ' A person skies and does flips.'), ([119.9, 120.87], ' A person puts their gloved hand on the camera.'), ([191.06, 193.98], ' The credits of the video are shown.')]",https://www.youtube.com/watch?v=gk6NAPqfJoY
1213,d0h_l9bE1o0,Cheerleading,training,1280x720,216.55,"[([0, 20.57], 'A group of cheerleaders are shown practicing their routine in a gymnasium.'), ([20.57, 36.81], ' The scene transitions to one cheerleader being interviewed while others stretch in the background, with occasional cheerleader-related clips interspersed.'), ([36.81, 109.36], ' A man wearing blue is interviewed in the same setting, with occasional cheerleader-related clips interspersed.'), ([109.36, 134.26], ' Another man is interviewed in the same setting, with occasional cheerleader-related clips interspersed.'), ([134.26, 179.74], ' The camera returns to the man in blue being interviewed, with short cheerleader action sequences.'), ([179.74, 216.55], ' The camera returns to the first individual interviewed, with short cheerleader action sequences.')]",https://www.youtube.com/watch?v=d0h_l9bE1o0
1214,XwW5p80hYCg,Hand car wash,training,1920x1080,207.47,"[([0, 10.37], 'A logo and the words Master Lube TV show up on a black screen.'), ([10.37, 120.33], ' A young man is standing and talking in a business while other young men are cleaning and detailing the inside and outside of a silver vehicle.'), ([120.33, 124.48], ' The now cleaned vehicle pulls out of the garage and drives away from the business.'), ([124.48, 139.01], ' The vehicle is now parked and two young men are wiping it down with a a dry cloth.'), ([139.01, 172.2], ' More clips of the young man talking solo and all the cleaning they did previously replays.'), ([172.2, 176.35], ' A red, white and blue flag with the words ""HAND CAR WASH"" blows in the wind.'), ([176.35, 199.17], ' More clips of the young man talking solo and replays of the cleaning loops as words below the man show up and read ""MasterLube Hand Car Wash 750 Broadwater Ave (406) 294-5530.'), ([199.17, 207.47], ' Flags are show again and it fades to a black screen with a logo and the words MasterLube.')]",https://www.youtube.com/watch?v=XwW5p80hYCg
1215,lPCl1ZYH2xI,Removing ice from car,validation,1280x720,360.42,"[([0, 52.26], 'A woman in a red jacket is outside of the garage brushing off the snow on her trunk.'), ([52.26, 91.91], 'Once all the snow is gone,she opens the truck and begins talking to another lady.'), ([91.91, 176.61], 'The lady is dressed in a long beige jacket and ear muffs and she is scraping the snow off of the other end of the car.'), ([174.8, 239.68], 'A boy then appears and he is shoveling snow out from behind the car and then another person comes to help them.'), ([239.68, 306.36], 'As the snow picks up,the first female leaves and now there are only two people outside each brushing off dirt on two different cars.'), ([306.36, 360.42], 'Once the first car is finished,the lady leaves and now the boy is left outside by himself getting the rest of the snow off of the vehicle.')]",https://www.youtube.com/watch?v=lPCl1ZYH2xI
1216,U-ApHGUtLMA,Calf roping,training,1920x1080,67.62,"[([0, 22.65], 'Guys are standing around near a stall.'), ([23.33, 24.34], ' A guy horseback riding chases a cattle.'), ([24.68, 33.13], "" The guy lassoes the cattle and gets off his horse to tie up the cattle's legs.""), ([52.07, 64.24], "" Two men remove the rope around the cattle's neck and legs.""), ([65.25, 66.6], ' The cattle rises and runs away.')]",https://www.youtube.com/watch?v=U-ApHGUtLMA
1217,A80eMz7rJUM,Trimming branches or hedges,validation,1280x720,156.41,"[([0, 7.04], 'An intro screen appears and the text reads ""Expert Series Organic Living"" and at the bottom right there\'s a logo that reads geobeats, and the next blue screen displays the words ""How to Prune Tomato Plants?"".'), ([5.47, 17.21], "" A brunette woman is now talking while she's sitting outdoors near a large plant and the words on the screen say that her name is Judy Frankel, her title and her website.""), ([17.21, 65.69], 'The woman grabs onto the plant and then cuts a part off of it with her pruning shears, holds the piece up and is talking about it and she cuts another piece off and this time this one is bigger.'), ([65.69, 75.86], 'A few tomatoes are shown hanging off of the tomato plant and some are all green, and others have a little bit of yellow and orange.'), ([75.86, 147.03], ' The woman is back to cutting more pieces off of the tomato plants and she continues to talk the whole time.'), ([147.03, 156.41], ""The view shoes a little more of the area of the garden, and then fades to a blue screen that has the logo that say's geobeats."")]",https://www.youtube.com/watch?v=A80eMz7rJUM
1218,z3xkE5Ox-2A,Carving jack-o-lanterns,validation,1280x720,166.93,"[([0.83, 2.5], 'The credits of the clip are shown.'), ([4.17, 18.36], ' A guy is removing the skin off a pumpkin.'), ([30.88, 166.09], ' The guy sits and discusses.'), ([35.89, 136.88], ' The guy is carving unique face on the surface of pumpkins.'), ([110.17, 111.01], ' The guy looks in a mirror while he mimics punching himself.'), ([126.87, 133.54], ' The guy wraps white toilet paper on a pumpkin carving.'), ([143.56, 149.4], ' A guy takes a picture of his carving.')]",https://www.youtube.com/watch?v=z3xkE5Ox-2A
1219,V5MvrOzQWZo,Using the balance beam,training,1920x1080,94.18,"[([0, 3.77], 'A gymnast is standing near a bar with her hands in the air.'), ([3.77, 89], ' The girl gets on the bar and performs.'), ([24.02, 28.25], ' The girl flips on the bar.'), ([42.85, 54.15], ' The girl performs 2 flips and almost falls off the bar.'), ([64.04, 72.05], ' The girl  does 2 perfect flips.'), ([81, 90.41], ' The girls flips, then runs, flips and dismounts.'), ([90.41, 94.18], ' The cloud claps as she walks away.')]",https://www.youtube.com/watch?v=V5MvrOzQWZo
1220,Q8EoKJNm4mc,Playing violin,training,1280x720,65.09,"[([0, 10.09], 'a group of people are sitting in a sauna fully clothed.'), ([6.83, 15.3], ' One guy stands up with a violin.'), ([13.34, 27.34], ' The guy begins playing the violin and dancing.'), ([29.29, 44.26], ' The guy kicks his shoe off while dancing.'), ([46.54, 61.18], ' The guy sits down and plays the violin.')]",https://www.youtube.com/watch?v=Q8EoKJNm4mc
1221,R7uL6BvULN8,Windsurfing,training,1280x720,69.13,"[([0, 6.91], 'We see an opening title screen.'), ([7.26, 18.32], ' Two people are carrying kite surf boards to the water and we see people riding them in the water.'), ([18.32, 26.96], ' We see the board up close.'), ([27.3, 37.33], ' We see a man riding and come to a stop.'), ([37.67, 55.99], ' We see the board up close again.'), ([55.99, 61.52], ' We see the man riding the board in the water again.'), ([61.87, 69.13], ' We see the ending title screen.')]",https://www.youtube.com/watch?v=R7uL6BvULN8
1222,cGNkR-JvaJs,Playing pool,training,1280x720,161.59,"[([0, 4.04], 'A sports logo flashes on the screen.'), ([7.27, 11.31], ' A woman talking into a microphone wearing a white shirt.'), ([18.58, 25.05], ' A man is playing pool behind a blue pool table.'), ([25.85, 28.28], ' The woman continues talking in front of the pool table.'), ([31.51, 34.74], ' The woman and the man talk to each other.'), ([37.17, 38.78], ' A trophy flashes on the screen.'), ([44.44, 60.6], ' The man and the woman continue talking.'), ([60.6, 63.83], ' The man plays pool again.'), ([65.44, 84.83], ' The man and woman continue talking to each other.'), ([84.83, 85.64], ' It flashes back to the pool table.'), ([84.83, 87.26], ' The man and woman continue talking and the woman laughs at what the man is saying.'), ([87.26, 99.38], ' The man is now teaching the woman how to shoot the pool ball while standing behind her.'), ([99.38, 105.84], ' The woman makes the shot and they celebrate with a high five.'), ([105.03, 119.58], ' The man is telling the woman how to make another shot.'), ([119.58, 123.61], ' She attempts the shot and makes it and they high five again.'), ([123.61, 134.12], ' They continue talking and laughing.'), ([134.12, 144.62], ' The woman lays down on the pool table and he shoots a ball out of her mouth.'), ([147.05, 155.12], ' The woman is sitting in a chair next to the pool table talking into the microphone.'), ([155.93, 161.59], ' A Maxim logo flashes on the screen.')]",https://www.youtube.com/watch?v=cGNkR-JvaJs
1223,jed5hUKCCk0,Decorating the Christmas tree,validation,1280x720,154.04,"[([0, 10.01], 'Ornaments hang from a Christmas tree.'), ([10.01, 16.17], ' A man cuts a Christmas tree in a living room.'), ([10.01, 139.41], ' A family of five people decorate a Christmas tree.'), ([33.89, 90.11], ' We see them adding the lights to the tree and stringing garland.'), ([90.88, 140.18], ' The family adds ornament to the tree.'), ([122.46, 129.4], ' We see the ornaments on the tree up close as kids add new ornaments.'), ([140.18, 144.8], "" We see the kids taking photo's in front of the stairs.""), ([145.57, 154.04], "" the kids then take photo's in front of the Christmas tree."")]",https://www.youtube.com/watch?v=jed5hUKCCk0
1224,ph7d2H77tks,Assembling bicycle,validation,1280x720,172.66,"[([0, 172.66], 'We see a man talking in a bike shop.'), ([21.58, 49.21], ' We see the man adjust the bike seat.'), ([50.07, 56.12], ' The man tightens the bike.'), ([64.75, 74.25], ' The man sits on the bike.'), ([77.7, 100.15], ' The man adjusts the seat and sits on the bike again.'), ([107.92, 157.12], ' The man adjusts the handle bars.'), ([157.99, 172.66], ' The man sits on the bike again.')]",https://www.youtube.com/watch?v=ph7d2H77tks
1225,zzE2VrQMvbc,Paintball,validation,1920x1080,121.48,"[([0, 3.64], 'a gun is making shots in a open area.'), ([3.04, 8.5], ' person with his face cover appears walking holding something on his hand.'), ([8.5, 16.4], ' person is walking in the open field by abandoned houses.'), ([16.4, 46.77], ' paintball tactics appears on the screen while a person is walking with the gun staying up.'), ([46.77, 60.74], ' other person appears in the field and the person prepares to shot them.'), ([60.74, 121.48], ' person holding the gun run through the field and hides behind some rubbers to shot the enemies.')]",https://www.youtube.com/watch?v=zzE2VrQMvbc
1226,m-BZKFg9k18,Doing step aerobics,training,1920x1080,40.33,"[([0, 38.72], 'A lady dances around on an aerobic stair in a fitness gym.'), ([4.44, 6.05], ' The lady spins off of the step.'), ([5.85, 7.66], ' The lady touches her toes to the step.'), ([7.87, 36.7], ' The lady repeats the routine repeatedly.'), ([38.92, 40.33], ' The lady steps off of her step in front of it and looks at the camera.')]",https://www.youtube.com/watch?v=m-BZKFg9k18
1227,GEhtyurCwDQ,Shaving,training,1920x1080,197.56,"[([0, 1.98], 'We see an opening title screen.'), ([1.98, 24.69], ' We see an electric shaver from various angles.'), ([24.69, 71.12], ' The man unwraps the product and takes it out of the bag.'), ([71.12, 88.9], "" The product is being taken out of it's packaging.""), ([89.89, 141.25], 'The man shaves his hand then adds a guard and shaves his beard and the hairline in back.'), ([151.13, 186.69], ' The man rinses the shaver and works on his neck.'), ([187.68, 197.56], ' We then see the ending screen.')]",https://www.youtube.com/watch?v=GEhtyurCwDQ
1228,yfPa5IKWTvU,Cheerleading,training,1920x1080,225.35,"[([0, 12.39], 'A billboard is shown on a wall.'), ([13.52, 33.8], ' Kids run out onto the stage and get in formation.'), ([28.17, 34.93], ' A banner is placed at the front of the stage.'), ([52.96, 206.2], ' The kids start cheerleading on the stage.'), ([205.07, 212.96], ' The kids in the front hold up the banner.'), ([219.72, 225.35], ' They run off of the stage.')]",https://www.youtube.com/watch?v=yfPa5IKWTvU
